reference	text
Romans 16:4	who for my life, laid down their own necks; to whom not only I give thanks, but also all the assemblies of the Gentiles.
Romans 16:5	Greet the assembly that is in their house. Greet Epaenetus, my beloved, who is the first fruits of Achaia to Messiah.
Romans 16:6	Greet Maryam, who labored much for us.
Romans 16:7	Greet Andronicus and Junia, my kinspeople and my fellow prisoners, who are prominent among the emissaries, who also were in the Messiah before me.
Romans 16:8	Greet Amplias, my beloved in the Master.
Romans 16:9	Greet Urbanus, our fellow worker in Messiah, and Stachys, my beloved.
Romans 16:10	Greet Apelles, the approved in Messiah. Greet those who are of the household of Aristobulus.
Romans 16:11	Greet Herodion, my kinsman. Greet them of the household of Narcissus, who are in the Master.
Romans 16:12	Greet Tryphaena and Tryphosa, who labor in the Master. Greet Persis, the beloved, who labored much in the Master.
Romans 16:13	Greet Rufus, the chosen in the Master, and his mother and mine.
Romans 16:14	Greet Asyncritus, Phlegon, Hermes, Patrobas, Hermas, and the brothers and sisters who are with them.
Romans 16:15	Greet Philologus and Julia, Nereus and his sister, and Olympas, and all the saints who are with them.
Romans 16:16	Greet one another with a holy kiss. The assemblies of Messiah greet you.
Romans 16:17	Now I beg you, brothers and sisters, look out for those who are causing the divisions and occasions of stumbling, contrary to the doctrine which you learned, and turn away from them.
Romans 16:18	For those who are such don't serve our Master, Yeshua the Messiah, but their own belly; and by their smooth and flattering speech, they deceive the hearts of the innocent.
Romans 16:19	For your obedience has become known to all. I rejoice therefore over you. But I desire to have you wise in that which is good, but innocent in that which is unripeness.
Romans 16:20	And the God of peace will quickly crush the Adversary under your feet. The grace of our Master Yeshua the Messiah be with you.
Romans 16:21	Timotheos, my fellow worker, greets you, as do Lucius, Iason, and Sosipater, my relatives.
Romans 16:22	I, Tertius, who write the letter, greet you in the Master.
Romans 16:23	Gaius, my host and host of the whole assembly, greets you. Erastos, the treasurer of the city, greets you, as does Quartus, the brother.
Romans 16:24	The grace of our Master Yeshua the Messiah be with you all! Amen.
Romans 16:25	
Romans 16:26	016:027
1 Corinthians 1:1	Shaul, called to be an emissary of Yeshua the Messiah through the will of God, and our brother Sosthenes,
1 Corinthians 1:2	to the assembly of God which is at Korinthos; those who are sanctified in Messiah Yeshua, called to be saints, with all who call on the name of our Master Yeshua the Messiah in every place, both theirs and ours:
1 Corinthians 1:3	Grace to you and peace from God our Cosmic Parent and Master Yeshua the Messiah.
1 Corinthians 1:4	I always thank my God concerning you, for the grace of God which was given you in Messiah Yeshua;
1 Corinthians 1:5	that in everything you were enriched in him, in all speech and all knowledge;
1 Corinthians 1:6	even as the testimony of Messiah was confirmed in you:
1 Corinthians 1:7	so that you come behind in no gift; waiting for the revelation of our Master Yeshua the Messiah;
1 Corinthians 1:8	who will also confirm you until the end, blameless in the day of our Master Yeshua the Messiah.
1 Corinthians 1:9	God is faithful, through whom you were called into the fellowship of God’s Son, Yeshua the Messiah, our Master.
1 Corinthians 1:10	Now I beg you, brothers and sisters, through the name of our Master, Yeshua the Messiah, that you all speak the same thing and that there be no divisions among you, but that you be perfected together in the same mind and in the same judgment.
1 Corinthians 1:11	For it has been reported to me concerning you, my brothers and sisters, by those who are from Chloe's household, that there are contentions among you.
1 Corinthians 1:12	"Now I mean this, that each one of you says, ""I follow Shaul,"" ""I follow Apollos,"" ""I follow Kepha,"" and, ""I follow Messiah."""
1 Corinthians 1:13	Is Messiah divided? Was Shaul crucified for you? Or were you immersed into the name of Shaul?
1 Corinthians 1:14	I thank God that I immersed none of you, except Crispus and Gaius,
1 Corinthians 1:15	so that no one should say that I had immersed you into my own name.
1 Corinthians 1:16	(I also immersed the household of Stephanas; besides them, I don't know whether I immersed any other.)
1 Corinthians 1:17	For Messiah sent me not to immerse, but to preach the good news-- not in wisdom of words, so that the cross of Messiah wouldn't be made void.
1 Corinthians 1:18	For the word of the cross is foolishness to those who are dying, but to us who are saved it is the power of God.
1 Corinthians 1:19	"For it is written, ""I will destroy the wisdom of the wise, I will bring the discernment of the discerning to nothing."""
1 Corinthians 1:20	Where is the wise? Where is the scribe? Where is the lawyer of this world? Hasn't God made foolish the wisdom of this world?
1 Corinthians 1:21	For seeing that in the wisdom of God, the world through its wisdom didn't know God, it was God's good pleasure through the foolishness of the preaching to save those who trust.
1 Corinthians 1:22	For Judeans ask for signs, Greeks seek after wisdom,
1 Corinthians 1:23	but we preach Messiah crucified; a stumbling block to Judeans, and foolishness to Greeks,
1 Corinthians 1:24	but to those who are called, both Judeans and Greeks, Messiah is the power of God and the wisdom of God.
1 Corinthians 1:25	Because the foolishness of God is wiser than people, and the weakness of God is stronger than people.
1 Corinthians 1:26	For you see your calling, brothers and sisters, that not many are wise according to the flesh, not many mighty, and not many noble;
1 Corinthians 1:27	but God chose the foolish things of the world to put to shame those who are wise. God chose the weak things of the world to put to shame the things that are strong;
1 Corinthians 1:28	and God chose the lowly things of the world, and the things that are despised, and the things that are not, to bring to nothing the things that are:
1 Corinthians 1:29	that no flesh should boast before God.
1 Corinthians 1:30	It is from God that you are in Messiah Yeshua, who was made to us wisdom from God, and righteousness and sanctification, and redemption:
1 Corinthians 1:31	"that, according as it is written, ""The one who boasts, let them boast in the Master."""
1 Corinthians 2:1	When I came to you, brothers and sisters, I didn't come with excellence of speech or of wisdom, proclaiming to you the testimony of God.
1 Corinthians 2:2	For I determined not to know anything among you, except Yeshua the Messiah, and him crucified.
1 Corinthians 2:3	I was with you in weakness, in fear, and in much trembling.
1 Corinthians 2:4	My speech and my preaching were not in persuasive words of human wisdom, but in demonstration of the Ruach and of power,
1 Corinthians 2:5	that your faith wouldn't stand in the wisdom of people, but in the power of God.
1 Corinthians 2:6	We speak wisdom, however, among those who are full grown; yet a wisdom not of this world, nor of the rulers of this world, who are coming to nothing.
1 Corinthians 2:7	But we speak God's wisdom in a mystery, the wisdom that has been hidden, which God foreordained before the worlds for our glory,
1 Corinthians 2:8	which none of the rulers of this world has known. For had they known it, they wouldn't have crucified the Master of glory.
1 Corinthians 2:9	"But as it is written, ""Things which an eye didn't see, and an ear didn't hear, which didn't enter into the human heart, these God has prepared for those who love God."""
1 Corinthians 2:10	But to us, God revealed them through the Ruach. For the Ruach searches all things, yes, the deep things of God.
1 Corinthians 2:11	For who among people knows the things of a person, except the spirit of the person, which is in them? Even so, no one knows the things of God, except Ruach of God.
1 Corinthians 2:12	But we received, not the spirit of the world, but the Ruach which is from God, that we might know the things that were freely given to us by God.
1 Corinthians 2:13	Which things also we speak, not in words which a person's wisdom teaches, but which the Ruach of Elohim teaches, comparing spiritual things with spiritual things.
1 Corinthians 2:14	Now the natural person doesn't receive the things of Ruach of God, for they are foolishness to them, and they can’t know them, because they are spiritually discerned.
1 Corinthians 2:15	But the one who is spiritual discerns all things, and they themselves are judged by no one.
1 Corinthians 2:16	"""For who has known the mind of the Master, so as to instruct the Master?"" But we have Messiah's mind."
1 Corinthians 3:1	Brothers and sisters, I couldn't speak to you as to spiritual, but as to fleshly, as to babies in Messiah.
1 Corinthians 3:2	I fed you with milk, not with meat; for you weren't yet ready. Indeed, not even now are you ready,
1 Corinthians 3:3	for you are still fleshly. For insofar as there is jealousy, strife, and factions among you, aren't you fleshly, and don't you walk in the ways of people?
1 Corinthians 3:4	"For when one says, ""I follow Shaul,"" and another, ""I follow Apollos,"" aren't you fleshly?"
1 Corinthians 3:5	Who then is Apollos, and who is Shaul, but servants through whom you believed; and each as the Master gave to him?
1 Corinthians 3:6	I planted. Apollos watered. But God gave the increase.
1 Corinthians 3:7	So then neither the one who plants is anything, nor the one who waters, but God who gives the increase.
1 Corinthians 3:8	Now the one who plants and the one who waters are the same, but each will receive their own reward according to their own labor.
1 Corinthians 3:9	For we are God's fellow workers. You are God's farming, God's building.
1 Corinthians 3:10	According to the grace of God which was given to me, as a wise master builder I laid a foundation, and another builds on it. But let each person be careful how they build on it.
1 Corinthians 3:11	For no one can lay any other foundation than that which has been laid, which is Yeshua the Messiah.
1 Corinthians 3:12	But if anyone builds on the foundation with gold, silver, costly stones, wood, hay, or stubble;
1 Corinthians 3:13	each a person's work will be revealed. For the Day will declare it, because it is revealed in fire; and the fire itself will test what sort of work each a person's work is.
1 Corinthians 3:14	If anyone's work remains which they built on it, they will receive a reward.
1 Corinthians 3:15	If anyone's work is burned, they will suffer loss, but they themselves will be saved, but as through fire.
1 Corinthians 3:16	Don't you know that you are a temple of God, and that Ruach of God lives in you?
1 Corinthians 3:17	If anyone destroys the temple of God, God will destroy them; for God's temple is holy, which you are.
1 Corinthians 3:18	Let no one deceive themselves. If anyone thinks that they are wise among you in this world, let them become a fool, that they may become wise.
1 Corinthians 3:19	"For the wisdom of this world is foolishness with God. For it is written, ""He has taken the wise in their craftiness."""
1 Corinthians 3:20	"And again, ""The Master knows the reasoning of the wise, that it is worthless."""
1 Corinthians 3:21	Therefore let no one boast in people. For all things are yours,
1 Corinthians 3:22	whether Shaul, or Apollos, or Kepha, or the world, or life, or death, or things present, or things to come. All are yours,
1 Corinthians 3:23	and you are Messiah's, and Messiah is God's.
1 Corinthians 4:1	So let a person think of us as Messiah's servants, and stewards of God's mysteries.
1 Corinthians 4:2	Here, moreover, it is required of stewards, that they be found faithful.
1 Corinthians 4:3	But with me it is a very small thing that I should be judged by you, or by a person's judgment. Yes, I don't judge my own self.
1 Corinthians 4:4	For I know nothing against myself. Yet I am not justified by this, but the one who judges me is the Master.
1 Corinthians 4:5	Therefore judge nothing before the time, until the Master comes, who will both bring to light the hidden things of darkness, and reveal the counsels of the hearts. Then each person will get their praise from God.
1 Corinthians 4:6	Now these things, brothers and sisters, I have in a figure transferred to myself and Apollos for your sakes, that in us you might learn not to think beyond the things which are written, that none of you be puffed up against one another.
1 Corinthians 4:7	For who makes you different? And what do you have that you didn't receive? But if you did receive it, why do you boast as if you had not received it?
1 Corinthians 4:8	You are already filled. You have already become rich. You have come to reign without us. Yes, and I wish that you did reign, that we also might reign with you.
1 Corinthians 4:9	For, I think that God has displayed us, the emissaries, last of all, like people sentenced to death. For we are made a spectacle to the world, both to angels and people.
1 Corinthians 4:10	We are fools for Messiah's sake, but you are wise in Messiah. We are weak, but you are strong. You have honor, but we have dishonor.
1 Corinthians 4:11	Even to this present hour we hunger, thirst, are naked, are beaten, and have no certain dwelling place.
1 Corinthians 4:12	We toil, working with our own hands. When people curse us, we bless. Being persecuted, we endure.
1 Corinthians 4:13	Being defamed, we entreat. We are made as the filth of the world, the dirt wiped off by all, even until now.
1 Corinthians 4:14	I don't write these things to shame you, but to admonish you as my beloved children.
1 Corinthians 4:15	For though you have ten thousand tutors in Messiah, yet not many fathers. For in Messiah Yeshua, I became your father through the good news.
1 Corinthians 4:16	I beg you therefore, be imitators of me.
1 Corinthians 4:17	Because of this I have sent Timotheos to you, who is my beloved and faithful child in the Master, who will remind you of my ways which are in Messiah, even as I teach everywhere in every assembly.
1 Corinthians 4:18	Now some are puffed up, as though I were not coming to you.
1 Corinthians 4:19	But I will come to you shortly, if the Master is willing. And I will know, not the word of those who are puffed up, but the power.
1 Corinthians 4:20	For the reign of God is not in word, but in power.
1 Corinthians 4:21	What do you want? Shall I come to you with a rod, or in love and a spirit of gentleness?
1 Corinthians 5:1	It is actually reported that there is sexual immorality among you, and such sexual immorality as is not even named among the Gentiles, that one has his father's wife.
1 Corinthians 5:2	You are puffed up, and didn't rather mourn, that the one who had done this deed might be removed from among you.
1 Corinthians 5:3	For I most certainly, as being absent in body but present in spirit, have already, as though I were present, judged the one who has done this thing.
1 Corinthians 5:4	In the name of our Master Yeshua the Messiah, you being gathered together, and my spirit, with the power of our Master Yeshua the Messiah,
1 Corinthians 5:5	are to deliver such a one to the Adversary for the destruction of the flesh, that the spirit may be saved in the day of Master Yeshua.
1 Corinthians 5:6	Your boasting is not good. Don't you know that a little yeast leavens the whole lump?
1 Corinthians 5:7	Purge out the old yeast, that you may be a new lump, even as you are unleavened. For indeed Messiah, our Passover, has been sacrificed in our place.
1 Corinthians 5:8	Therefore let us keep the feast, not with old yeast, neither with the yeast of malice and wickedness, but with the unleavened bread of sincerity and truth.
1 Corinthians 5:9	I wrote to you in my letter to have no company with sexual sinners;
1 Corinthians 5:10	yet not at all meaning with the sexual sinners of this world, or with the covetous and extortioners, or with idolaters; for then you would have to leave the world.
1 Corinthians 5:11	But as it is, I wrote to you not to associate with anyone who is called a brother or sister who is a sexual sinner, or covetous, or an idolater, or a slanderer, or a drunkard, or an extortioner. Don't even eat with such a person.
1 Corinthians 5:12	For what have I to do with also judging those who are outside? Don't you judge those who are within?
1 Corinthians 5:13	"But those who are outside, God judges. ""Put away the broken person from among yourselves."""
1 Corinthians 6:1	Dare any of you, having a matter against his neighbor, go to law before the unrighteous, and not before the saints?
1 Corinthians 6:2	Don't you know that the saints will judge the world? And if the world is judged by you, are you unworthy to judge the smallest matters?
1 Corinthians 6:3	Don't you know that we will judge angels? How much more, things that pertain to this life?
1 Corinthians 6:4	If then, you have to judge things pertaining to this life, do you set them to judge who are of no account in the assembly?
1 Corinthians 6:5	I say this to move you to shame. Isn't there even one wise person among you who would be able to decide between fellow believers?
1 Corinthians 6:6	But one believer goes to law with another, and that before unbelievers!
1 Corinthians 6:7	Therefore it is already altogether a defect in you, that you have lawsuits one with another. Why not rather be wronged? Why not rather be defrauded?
1 Corinthians 6:8	No, but you yourselves do wrong, and defraud, and that against your brothers and sisters.
1 Corinthians 6:9	Or don't you know that the unrighteous will not inherit the reign of God? Don't be deceived. Neither the sexually immoral, nor idolaters, nor adulterers, nor male prostitutes, nor homosexuals,
1 Corinthians 6:10	nor thieves, nor covetous, nor drunkards, nor slanderers, nor extortioners, will inherit the reign of God.
1 Corinthians 6:11	Such were some of you, but you were washed. But you were sanctified. But you were justified in the name of Master Yeshua, and in the Ruach of our God.
1 Corinthians 6:12	"""All things are lawful for me,"" but not all things are expedient. ""All things are lawful for me,"" but I will not be brought under the power of anything."
1 Corinthians 6:13	"""Foods for the belly, and the belly for foods,"" but God will bring to nothing both it and them. But the body is not for sexual immorality, but for the Master; and the Master for the body."
1 Corinthians 6:14	Now God raised up the Master, and will also raise us up by God’s power.
1 Corinthians 6:15	Don't you know that your bodies are members of Messiah? Shall I then take the members of Messiah, and make them members of a prostitute? May it never be!
1 Corinthians 6:16	"Or don't you know that the one who is joined to a prostitute is one body? For, ""The two,"" says he, ""will become one flesh."""
1 Corinthians 6:17	But the one who is joined to YHWH is one spirit.
1 Corinthians 6:18	"Flee sexual immorality! ""Every sin that a person does is outside the body,"" but the one who commits sexual immorality sins against their own body."
1 Corinthians 6:19	Or don't you know that your body is a temple of the Ruach of Elohim which is in you, which you have from God? You are not your own,
1 Corinthians 6:20	for you were bought with a price. Therefore glorify God in your body and in your spirit, which are God's.
1 Corinthians 7:1	Now concerning the things about which you wrote to me: it is good for a person not to have sexual relations with a woman.
1 Corinthians 7:2	But, because of sexual immoralities, let each person have their own wife, and let each woman have her own husband.
1 Corinthians 7:3	Let the husband render to his wife the affection owed her, and likewise also the wife to her husband.
1 Corinthians 7:4	The wife doesn't have authority over her own body, but the husband. Likewise also the husband doesn't have authority over his own body, but the wife.
1 Corinthians 7:5	Don't deprive one another, unless it is by consent for a season, that you may give yourselves to fasting and prayer, and may be together again, that the Adversary doesn't tempt you because of your lack of self-control.
1 Corinthians 7:6	But this I say by way of concession, not of commandment.
1 Corinthians 7:7	Yet I wish that all people were like me. However each a person has their own gift from God, one of this kind, and another of that kind.
1 Corinthians 7:8	But I say to the unmarried and to widows, it is good for them if they remain even as I am.
1 Corinthians 7:9	But if they don't have self-control, let them marry. For it's better to marry than to burn.
1 Corinthians 7:10	But to the married I command--not I, but the Master--that the wife not leave her husband
1 Corinthians 7:11	(but if she departs, let her remain unmarried, or else be reconciled to her husband), and that the husband not leave his wife.
1 Corinthians 7:12	But to the rest I--not the Master--say, if any brother has an unbelieving wife, and she is content to live with him, let him not leave her.
1 Corinthians 7:13	The woman who has an unbelieving husband, and he is content to live with her, let her not leave her husband.
1 Corinthians 7:14	For the unbelieving husband is sanctified in the wife, and the unbelieving wife is sanctified in the husband. Otherwise your children would be unclean, but now they are holy.
1 Corinthians 7:15	Yet if the unbeliever departs, let there be separation. The brother or the sister is not under bondage in such cases, but God has called us in peace.
1 Corinthians 7:16	For how do you know, wife, whether you will save your husband? Or how do you know, husband, whether you will save your wife?
1 Corinthians 7:17	Only, as the Master has distributed to each person, as God has called each, so let them walk. So I command in all the assemblies.
1 Corinthians 7:18	Was anyone called having been circumcised? Let him not become uncircumcised. Has anyone been called in uncircumcision? Let him not be circumcised.
1 Corinthians 7:19	Circumcision is nothing, and uncircumcision is nothing, but the keeping of the commandments of God.
1 Corinthians 7:20	Let each person stay in that calling in which they were called.
1 Corinthians 7:21	Were you called being a bondservant? Don't let that bother you, but if you get an opportunity to become free, use it.
1 Corinthians 7:22	For the one who was called in the Master being a bondservant is the Master's free person. Likewise the one who was called being free is Messiah's bondservant.
1 Corinthians 7:23	You were bought with a price. Don't become bondservants of people.
1 Corinthians 7:24	Brothers and sisters, let each person, in whatever condition they were called, stay in that condition with God.
1 Corinthians 7:25	Now concerning virgins, I have no commandment from God, but I give my judgment as one who has obtained mercy from God to be trustworthy.
1 Corinthians 7:26	I think that it is good therefore, because of the distress that is on us, that it is good for a person to be as they are.
1 Corinthians 7:27	Are you bound to a wife? Don't seek to be freed. Are you free from a wife? Don't seek a wife.
1 Corinthians 7:28	But if you marry, you have not sinned. If a virgin marries, she has not sinned. Yet such will have oppression in the flesh, and I want to spare you.
1 Corinthians 7:29	But I say this, brothers and sisters: the time is short, that from now on, both those who have wives may be as though they had none;
1 Corinthians 7:30	and those who weep, as though they didn't weep; and those who rejoice, as though they didn't rejoice; and those who buy, as though they didn't possess;
1 Corinthians 7:31	and those who use the world, as not using it to the fullest. For the mode of this world passes away.
1 Corinthians 7:32	But I desire to have you to be free from cares. The unmarried man is concerned for the things of the Master, how he may please the Master;
1 Corinthians 7:33	but the married man is concerned about the things of the world, how he may please his wife.
1 Corinthians 7:34	There is also a difference between a wife and a virgin. The unmarried woman cares about the things of the Master, that she may be holy both in body and in spirit. But she who is married cares about the things of the world-- how she may please her husband.
1 Corinthians 7:35	This I say for your own profit; not that I may ensnare you, but for that which is appropriate, and that you may attend to God without distraction.
1 Corinthians 7:36	But if any man thinks that he is behaving inappropriately toward his virgin, if she is past the flower of her age, and if need so requires, let him do what he desires. He doesn't sin. Let them marry.
1 Corinthians 7:37	But the one who stands steadfast in their heart, having no necessity, but has power over their own heart, to keep their own virgin, does well.
1 Corinthians 7:38	So then both the one who gives their own virgin in marriage does well, and the one who doesn't give her in marriage does better.
1 Corinthians 7:39	A wife is bound by law for as long as her husband lives; but if the husband is dead, she is free to be married to whoever she desires, only in the Master.
1 Corinthians 7:40	But she is happier if she stays as she is, in my judgment, and I think that I also have Ruach of God.
1 Corinthians 8:1	Now concerning things sacrificed to idols: We know that we all have knowledge. Knowledge puffs up, but love builds up.
1 Corinthians 8:2	But if anyone thinks that they know anything, they don't yet know as they ought to know.
1 Corinthians 8:3	But if anyone loves God, the same is known by God.
1 Corinthians 8:4	Therefore concerning the eating of things sacrificed to idols, we know that no idol is anything in the world, and that there is no other God but one.
1 Corinthians 8:5	"For though there are things that are called ""gods,"" whether in the heavens or on earth; as there are many ""gods"" and many ""masters;"""
1 Corinthians 8:6	yet to us there is one God, the Cosmic Parent, of whom are all things, and for whom we live; and one Master, Yeshua the Messiah, through whom are all things, and we live through him.
1 Corinthians 8:7	However, that knowledge isn't in all people. But some, with consciousness of the idol until now, eat as of a thing sacrificed to an idol, and their conscience, being weak, is defiled.
1 Corinthians 8:8	But food will not commend us to God. For neither, if we don't eat, are we the worse; nor, if we eat, are we the better.
1 Corinthians 8:9	But be careful that by no means does this liberty of yours become a stumbling block to the weak.
1 Corinthians 8:10	For if someone sees you who have knowledge sitting in an idol's temple, won't their conscience, if they are weak, be emboldened to eat things sacrificed to idols?
1 Corinthians 8:11	And through your knowledge, the one who is weak perishes, the brother or sister for whose sake Messiah died.
1 Corinthians 8:12	Thus, sinning against the brothers and sisters, and wounding their conscience when it is weak, you sin against Messiah.
1 Corinthians 8:13	Therefore, if food causes my brother or sister to stumble, I will eat no meat forevermore, that I don't cause my brother or sister to stumble.
1 Corinthians 9:1	Am I not free? Am I not an emissary? Haven't I seen Yeshua the Messiah, our Master? Aren't you my work in the Master?
1 Corinthians 9:2	If to others I am not an emissary, yet at least I am to you; for you are the seal of my apostleship in the Master.
1 Corinthians 9:3	My defense to those who examine me is this.
1 Corinthians 9:4	Have we no right to eat and to drink?
1 Corinthians 9:5	Have we no right to take along a wife who is a believer, even as the rest of the emissaries, and the brothers and sisters of the Master, and Kepha?
1 Corinthians 9:6	Or have only Barnabas and I no right to not work?
1 Corinthians 9:7	What soldier ever serves at his own expense? Who plants a vineyard, and doesn't eat of its fruit? Or who feeds a flock, and doesn't drink from the flock's milk?
1 Corinthians 9:8	Do I speak these things according to the ways of people? Or doesn't the law also say the same thing?
1 Corinthians 9:9	"For it is written in the law of Moshe, ""You shall not muzzle an ox while it treads out the grain."" Is it for the oxen that God cares,"
1 Corinthians 9:10	or does God say it assuredly for our sake? Yes, it was written for our sake, because the one who plows ought to plow in hope, and the one who threshes in hope should partake of their hope.
1 Corinthians 9:11	If we sowed to you spiritual things, is it a great thing if we reap your fleshly things?
1 Corinthians 9:12	If others partake of this right over you, don't we yet more? Nevertheless we did not use this right, but we bear all things, that we may cause no hindrance to the good news of Messiah.
1 Corinthians 9:13	Don't you know that those who serve around sacred things eat from the things of the temple, and those who wait on the altar have their portion with the altar?
1 Corinthians 9:14	Even so the Master ordained that those who proclaim the good news should live from the good news.
1 Corinthians 9:15	But I have used none of these things, and I don't write these things that it may be done so in my case; for I would rather die, than that anyone should make my boasting void.
1 Corinthians 9:16	For if I preach the good news, I have nothing to boast about; for necessity is laid on me; but woe is to me, if I don't preach the good news.
1 Corinthians 9:17	For if I do this of my own will, I have a reward. But if not of my own will, I have a stewardship entrusted to me.
1 Corinthians 9:18	What then is my reward? That, when I preach the good news, I may present the good news of Messiah without charge, so as not to abuse my authority in the good news.
1 Corinthians 9:19	For though I was free from all, I brought myself under bondage to all, that I might gain the more.
1 Corinthians 9:20	To the Judeans I became as a Judean, that I might gain Judeans; to those who are under the law, as under the law, that I might gain those who are under the law;
1 Corinthians 9:21	to those who are without law, as without law (not being without law toward God, but under law toward Messiah), that I might win those who are without law.
1 Corinthians 9:22	To the weak I became as weak, that I might gain the weak. I have become all things to all people, that I may by all means save some.
1 Corinthians 9:23	Now I do this for the sake of the good news, that I may be a joint partaker of it.
1 Corinthians 9:24	Don't you know that those who run in a race all run, but one receives the prize? Run like that, that you may win.
1 Corinthians 9:25	Everyone who strives in the games exercises self-control in all things. Now they do it to receive a corruptible crown, but we an incorruptible.
1 Corinthians 9:26	I therefore run like that, as not uncertainly. I fight like that, as not beating the air,
1 Corinthians 9:27	but I beat my body and bring it into submission, lest by any means, after I have preached to others, I myself should be rejected.
1 Corinthians 10:1	Now I would not have you ignorant, brothers and sisters, that our fathers were all under the cloud, and all passed through the sea;
1 Corinthians 10:2	and were all immersed into Moshe in the cloud and in the sea;
1 Corinthians 10:3	and all ate the same spiritual food;
1 Corinthians 10:4	and all drank the same spiritual drink. For they drank of a spiritual rock that followed them, and the rock was Messiah.
1 Corinthians 10:5	However with most of them, God was not well pleased, for they were overthrown in the wilderness.
1 Corinthians 10:6	Now these things were our examples, to the intent we should not lust after unripe things, as they also lusted.
1 Corinthians 10:7	"Neither be idolaters, as some of them were. As it is written, ""The people sat down to eat and drink, and rose up to play."""
1 Corinthians 10:8	Neither let us commit sexual immorality, as some of them committed, and in one day twenty-three thousand fell.
1 Corinthians 10:9	Neither let us test the Master, as some of them tested, and perished by the serpents.
1 Corinthians 10:10	Neither grumble, as some of them also grumbled, and perished by the destroyer.
1 Corinthians 10:11	Now all these things happened to them by way of example, and they were written for our admonition, on whom the ends of the ages have come.
1 Corinthians 10:12	Therefore let the one who thinks they stand be careful that they don't fall.
1 Corinthians 10:13	No temptation has taken you except what is common to humanity. God is faithful, who will not allow you to be tempted above what you are able, but will with the temptation also make the way of escape, that you may be able to endure it.
1 Corinthians 10:14	Therefore, my beloved, flee from idolatry.
1 Corinthians 10:15	I speak as to wise people. Judge what I say.
1 Corinthians 10:16	The cup of blessing which we bless, isn't it a communion of the blood of Messiah? The bread which we break, isn't it a communion of the body of Messiah?
1 Corinthians 10:17	Because there is one loaf of bread, we, who are many, are one body; for we all partake of the one loaf of bread.
1 Corinthians 10:18	Consider Israel according to the flesh. Don't those who eat the sacrifices have communion with the altar?
1 Corinthians 10:19	What am I saying then? That a thing sacrificed to idols is anything, or that an idol is anything?
1 Corinthians 10:20	But I say that the things which the Gentiles sacrifice, they sacrifice to demons, and not to God, and I don't desire that you would have communion with demons.
1 Corinthians 10:21	You can't both drink the cup of the Master and the cup of demons. You can't both partake of the table of the Master, and of the table of demons.
1 Corinthians 10:22	Or do we provoke the Master to jealousy? Are we stronger than he?
1 Corinthians 10:23	"""All things are lawful for me,"" but not all things are profitable. ""All things are lawful for me,"" but not all things build up."
1 Corinthians 10:24	Let no one seek their own, but each one their neighbor's good.
1 Corinthians 10:25	Whatever is sold in the butcher shop, eat, asking no question for the sake of conscience,
1 Corinthians 10:26	"for ""the earth is the Master's, and its fullness."""
1 Corinthians 10:27	But if one of those who don't trust invites you to a meal, and you are inclined to go, eat whatever is set before you, asking no questions for the sake of conscience.
1 Corinthians 10:28	"But if anyone says to you, ""This was offered to idols,"" don't eat it for the sake of the one who told you, and for the sake of conscience. For ""the earth is the Master's, and all its fullness."""
1 Corinthians 10:29	Conscience, I say, not your own, but the other's conscience. For why is my liberty judged by another conscience?
1 Corinthians 10:30	If I partake with thankfulness, why am I denounced for that for which I give thanks?
1 Corinthians 10:31	Whether therefore you eat, or drink, or whatever you do, do all to the glory of God.
1 Corinthians 10:32	Give no occasions for stumbling, either to Judeans, or to Greeks, or to the assembly of God;
1 Corinthians 10:33	even as I also please all people in all things, not seeking my own profit, but the profit of the many, that they may be saved.
1 Corinthians 11:1	Be imitators of me, even as I also am of Messiah.
1 Corinthians 11:2	Now I praise you, brothers and sisters, that you remember me in all things, and hold firm the traditions, even as I delivered them to you.
1 Corinthians 11:3	But I would have you know that the head of everyone is Messiah, and the head of the woman is the person, and the head of Messiah is God.
1 Corinthians 11:4	Everyone praying or prophesying, having their head covered, dishonors their head.
1 Corinthians 11:5	But every woman praying or prophesying with her head unveiled dishonors her head. For it is one and the same thing as if she were shaved.
1 Corinthians 11:6	For if a woman is not covered, let her also be shorn. But if it is shameful for a woman to be shorn or shaved, let her be covered.
1 Corinthians 11:7	For a man indeed ought not to have his head covered, because he is the image and glory of God, but the woman is the glory of the man.
1 Corinthians 11:8	For man is not from woman, but woman from man;
1 Corinthians 11:9	for neither was man created for the woman, but woman for the man.
1 Corinthians 11:10	For this cause the woman ought to have authority on her head, because of the angels.
1 Corinthians 11:11	Nevertheless, neither is the woman independent of the man, nor the man independent of the woman, in the Master.
1 Corinthians 11:12	For as woman came from man, so man also comes through a woman; but all things are from God.
1 Corinthians 11:13	Judge for yourselves. Is it appropriate that a woman pray to God unveiled?
1 Corinthians 11:14	Doesn't even nature itself teach you that if someone has long hair, it is a dishonor to him?
1 Corinthians 11:15	But if a woman has long hair, it is a glory to her, for her hair is given to her for a covering.
1 Corinthians 11:16	But if anyone seems to be contentious, we have no such custom, neither do God's assemblies.
1 Corinthians 11:17	But in giving you this command, I don't praise you, that you come together not for the better but for the worse.
1 Corinthians 11:18	For first of all, when you come together in the assembly, I hear that divisions exist among you, and I partly trust it.
1 Corinthians 11:19	For there also must be factions among you, that those who are approved may be revealed among you.
